Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
298.00	6240.0	32.342	0.030920	5.9687	25.518	22.391	38.020	47.472	2734.1	-0.098449	undefined	undefined	supercritical
298.00	6255.0	32.357	0.030905	5.9702	25.557	22.364	38.031	47.477	2736.6	-0.098418	undefined	undefined	supercritical
298.00	6270.0	32.373	0.030890	5.9717	25.596	22.337	38.042	47.482	2739.0	-0.098387	undefined	undefined	supercritical
298.00	6285.0	32.389	0.030875	5.9733	25.635	22.310	38.053	47.486	2741.5	-0.098357	undefined	undefined	supercritical
298.00	6300.0	32.405	0.030860	5.9748	25.674	22.283	38.064	47.491	2743.9	-0.098326	undefined	undefined	supercritical
298.00	6315.0	32.420	0.030845	5.9764	25.713	22.257	38.075	47.496	2746.3	-0.098296	undefined	undefined	supercritical
298.00	6330.0	32.436	0.030830	5.9779	25.752	22.230	38.086	47.500	2748.7	-0.098265	undefined	undefined	supercritical
298.00	6345.0	32.452	0.030815	5.9795	25.791	22.203	38.097	47.505	2751.2	-0.098234	undefined	undefined	supercritical
298.00	6360.0	32.467	0.030800	5.9811	25.830	22.177	38.108	47.510	2753.6	-0.098204	undefined	undefined	supercritical
298.00	6375.0	32.483	0.030786	5.9827	25.869	22.150	38.119	47.514	2756.0	-0.098173	undefined	undefined	supercritical
298.00	6390.0	32.498	0.030771	5.9843	25.907	22.123	38.130	47.519	2758.4	-0.098143	undefined	undefined	supercritical
298.00	6405.0	32.514	0.030756	5.9859	25.946	22.097	38.141	47.524	2760.8	-0.098112	undefined	undefined	supercritical
298.00	6420.0	32.529	0.030742	5.9875	25.985	22.070	38.152	47.528	2763.2	-0.098082	undefined	undefined	supercritical
298.00	6435.0	32.545	0.030727	5.9892	26.024	22.044	38.162	47.533	2765.6	-0.098051	undefined	undefined	supercritical
298.00	6450.0	32.560	0.030712	5.9908	26.063	22.018	38.173	47.538	2768.0	-0.098021	undefined	undefined	supercritical
298.00	6465.0	32.575	0.030698	5.9924	26.102	21.991	38.184	47.542	2770.4	-0.097990	undefined	undefined	supercritical
298.00	6480.0	32.591	0.030684	5.9941	26.140	21.965	38.195	47.547	2772.8	-0.097960	undefined	undefined	supercritical
298.00	6495.0	32.606	0.030669	5.9958	26.179	21.939	38.206	47.552	2775.2	-0.097929	undefined	undefined	supercritical
298.00	6510.0	32.621	0.030655	5.9974	26.218	21.913	38.216	47.556	2777.6	-0.097899	undefined	undefined	supercritical
298.00	6525.0	32.637	0.030640	5.9991	26.257	21.887	38.227	47.561	2779.9	-0.097868	undefined	undefined	supercritical
298.00	6540.0	32.652	0.030626	6.0008	26.296	21.860	38.238	47.566	2782.3	-0.097838	undefined	undefined	supercritical
298.00	6555.0	32.667	0.030612	6.0025	26.334	21.834	38.249	47.570	2784.7	-0.097807	undefined	undefined	supercritical
298.00	6570.0	32.682	0.030598	6.0042	26.373	21.808	38.259	47.575	2787.0	-0.097777	undefined	undefined	supercritical
298.00	6585.0	32.697	0.030583	6.0059	26.412	21.782	38.270	47.580	2789.4	-0.097746	undefined	undefined	supercritical
298.00	6600.0	32.713	0.030569	6.0077	26.451	21.757	38.281	47.584	2791.7	-0.097716	undefined	undefined	supercritical
298.00	6615.0	32.728	0.030555	6.0094	26.489	21.731	38.291	47.589	2794.1	-0.097686	undefined	undefined	supercritical
298.00	6630.0	32.743	0.030541	6.0111	26.528	21.705	38.302	47.594	2796.4	-0.097655	undefined	undefined	supercritical
298.00	6645.0	32.758	0.030527	6.0129	26.567	21.679	38.312	47.598	2798.8	-0.097625	undefined	undefined	supercritical
298.00	6660.0	32.773	0.030513	6.0146	26.606	21.653	38.323	47.603	2801.1	-0.097595	undefined	undefined	supercritical
298.00	6675.0	32.788	0.030499	6.0164	26.644	21.628	38.334	47.608	2803.5	-0.097564	undefined	undefined	supercritical
298.00	6690.0	32.803	0.030485	6.0182	26.683	21.602	38.344	47.612	2805.8	-0.097534	undefined	undefined	supercritical
298.00	6705.0	32.818	0.030471	6.0200	26.722	21.576	38.355	47.617	2808.1	-0.097504	undefined	undefined	supercritical
298.00	6720.0	32.833	0.030458	6.0218	26.760	21.551	38.365	47.622	2810.5	-0.097473	undefined	undefined	supercritical
298.00	6735.0	32.847	0.030444	6.0236	26.799	21.525	38.376	47.627	2812.8	-0.097443	undefined	undefined	supercritical
298.00	6750.0	32.862	0.030430	6.0254	26.838	21.500	38.386	47.631	2815.1	-0.097413	undefined	undefined	supercritical
298.00	6765.0	32.877	0.030416	6.0272	26.876	21.475	38.397	47.636	2817.4	-0.097383	undefined	undefined	supercritical
298.00	6780.0	32.892	0.030403	6.0290	26.915	21.449	38.407	47.641	2819.7	-0.097352	undefined	undefined	supercritical
298.00	6795.0	32.907	0.030389	6.0308	26.954	21.424	38.418	47.645	2822.0	-0.097322	undefined	undefined	supercritical
298.00	6810.0	32.921	0.030375	6.0327	26.992	21.398	38.428	47.650	2824.3	-0.097292	undefined	undefined	supercritical
298.00	6825.0	32.936	0.030362	6.0345	27.031	21.373	38.438	47.655	2826.6	-0.097262	undefined	undefined	supercritical
298.00	6840.0	32.951	0.030348	6.0364	27.070	21.348	38.449	47.659	2828.9	-0.097232	undefined	undefined	supercritical
298.00	6855.0	32.965	0.030335	6.0382	27.108	21.323	38.459	47.664	2831.2	-0.097202	undefined	undefined	supercritical
298.00	6870.0	32.980	0.030321	6.0401	27.147	21.298	38.469	47.669	2833.5	-0.097172	undefined	undefined	supercritical
298.00	6885.0	32.995	0.030308	6.0420	27.185	21.273	38.480	47.674	2835.8	-0.097141	undefined	undefined	supercritical
298.00	6900.0	33.009	0.030294	6.0439	27.224	21.248	38.490	47.678	2838.1	-0.097111	undefined	undefined	supercritical
298.00	6915.0	33.024	0.030281	6.0458	27.263	21.223	38.500	47.683	2840.4	-0.097081	undefined	undefined	supercritical
298.00	6930.0	33.038	0.030268	6.0477	27.301	21.198	38.511	47.688	2842.6	-0.097051	undefined	undefined	supercritical
298.00	6945.0	33.053	0.030255	6.0496	27.340	21.173	38.521	47.693	2844.9	-0.097021	undefined	undefined	supercritical
298.00	6960.0	33.067	0.030241	6.0515	27.378	21.148	38.531	47.697	2847.2	-0.096991	undefined	undefined	supercritical
298.00	6975.0	33.082	0.030228	6.0534	27.417	21.123	38.542	47.702	2849.4	-0.096961	undefined	undefined	supercritical
298.00	6990.0	33.096	0.030215	6.0553	27.455	21.098	38.552	47.707	2851.7	-0.096931	undefined	undefined	supercritical
298.00	7005.0	33.111	0.030202	6.0573	27.494	21.073	38.562	47.711	2854.0	-0.096901	undefined	undefined	supercritical
298.00	7020.0	33.125	0.030189	6.0592	27.532	21.049	38.572	47.716	2856.2	-0.096871	undefined	undefined	supercritical
298.00	7035.0	33.139	0.030176	6.0612	27.571	21.024	38.582	47.721	2858.5	-0.096841	undefined	undefined	supercritical
298.00	7050.0	33.154	0.030163	6.0631	27.609	20.999	38.593	47.726	2860.7	-0.096811	undefined	undefined	supercritical
298.00	7065.0	33.168	0.030150	6.0651	27.648	20.975	38.603	47.730	2863.0	-0.096781	undefined	undefined	supercritical
298.00	7080.0	33.182	0.030137	6.0671	27.686	20.950	38.613	47.735	2865.2	-0.096752	undefined	undefined	supercritical
298.00	7095.0	33.197	0.030124	6.0691	27.725	20.926	38.623	47.740	2867.4	-0.096722	undefined	undefined	supercritical
298.00	7110.0	33.211	0.030111	6.0710	27.763	20.901	38.633	47.745	2869.7	-0.096692	undefined	undefined	supercritical
298.00	7125.0	33.225	0.030098	6.0730	27.802	20.877	38.643	47.749	2871.9	-0.096662	undefined	undefined	supercritical
298.00	7140.0	33.239	0.030085	6.0750	27.840	20.852	38.653	47.754	2874.1	-0.096632	undefined	undefined	supercritical
298.00	7155.0	33.253	0.030072	6.0771	27.879	20.828	38.664	47.759	2876.4	-0.096602	undefined	undefined	supercritical
298.00	7170.0	33.267	0.030059	6.0791	27.917	20.803	38.674	47.764	2878.6	-0.096573	undefined	undefined	supercritical
298.00	7185.0	33.282	0.030047	6.0811	27.956	20.779	38.684	47.768	2880.8	-0.096543	undefined	undefined	supercritical
298.00	7200.0	33.296	0.030034	6.0831	27.994	20.755	38.694	47.773	2883.0	-0.096513	undefined	undefined	supercritical
298.00	7215.0	33.310	0.030021	6.0852	28.033	20.731	38.704	47.778	2885.2	-0.096483	undefined	undefined	supercritical
298.00	7230.0	33.324	0.030009	6.0872	28.071	20.706	38.714	47.783	2887.4	-0.096454	undefined	undefined	supercritical
298.00	7245.0	33.338	0.029996	6.0893	28.109	20.682	38.724	47.787	2889.7	-0.096424	undefined	undefined	supercritical
298.00	7260.0	33.352	0.029983	6.0913	28.148	20.658	38.734	47.792	2891.9	-0.096394	undefined	undefined	supercritical
298.00	7275.0	33.366	0.029971	6.0934	28.186	20.634	38.744	47.797	2894.1	-0.096365	undefined	undefined	supercritical
298.00	7290.0	33.380	0.029958	6.0955	28.224	20.610	38.754	47.802	2896.2	-0.096335	undefined	undefined	supercritical
298.00	7305.0	33.394	0.029946	6.0976	28.263	20.586	38.764	47.806	2898.4	-0.096305	undefined	undefined	supercritical
298.00	7320.0	33.407	0.029933	6.0996	28.301	20.562	38.773	47.811	2900.6	-0.096276	undefined	undefined	supercritical
298.00	7335.0	33.421	0.029921	6.1017	28.340	20.538	38.783	47.816	2902.8	-0.096246	undefined	undefined	supercritical
298.00	7350.0	33.435	0.029909	6.1038	28.378	20.514	38.793	47.821	2905.0	-0.096217	undefined	undefined	supercritical
298.00	7365.0	33.449	0.029896	6.1059	28.416	20.490	38.803	47.825	2907.2	-0.096187	undefined	undefined	supercritical
298.00	7380.0	33.463	0.029884	6.1081	28.455	20.467	38.813	47.830	2909.4	-0.096158	undefined	undefined	supercritical
298.00	7395.0	33.477	0.029872	6.1102	28.493	20.443	38.823	47.835	2911.5	-0.096128	undefined	undefined	supercritical
298.00	7410.0	33.490	0.029859	6.1123	28.531	20.419	38.833	47.840	2913.7	-0.096099	undefined	undefined	supercritical
298.00	7425.0	33.504	0.029847	6.1144	28.570	20.395	38.843	47.845	2915.9	-0.096069	undefined	undefined	supercritical
298.00	7440.0	33.518	0.029835	6.1166	28.608	20.372	38.852	47.849	2918.0	-0.096040	undefined	undefined	supercritical
298.00	7455.0	33.532	0.029823	6.1187	28.646	20.348	38.862	47.854	2920.2	-0.096010	undefined	undefined	supercritical
298.00	7470.0	33.545	0.029811	6.1209	28.684	20.324	38.872	47.859	2922.4	-0.095981	undefined	undefined	supercritical
298.00	7485.0	33.559	0.029798	6.1231	28.723	20.301	38.882	47.864	2924.5	-0.095952	undefined	undefined	supercritical
298.00	7500.0	33.572	0.029786	6.1252	28.761	20.277	38.891	47.868	2926.7	-0.095922	undefined	undefined	supercritical
298.00	7515.0	33.586	0.029774	6.1274	28.799	20.254	38.901	47.873	2928.8	-0.095893	undefined	undefined	supercritical
298.00	7530.0	33.600	0.029762	6.1296	28.837	20.230	38.911	47.878	2931.0	-0.095864	undefined	undefined	supercritical
298.00	7545.0	33.613	0.029750	6.1318	28.876	20.207	38.921	47.883	2933.1	-0.095834	undefined	undefined	supercritical
298.00	7560.0	33.627	0.029738	6.1340	28.914	20.184	38.930	47.887	2935.2	-0.095805	undefined	undefined	supercritical
298.00	7575.0	33.640	0.029726	6.1362	28.952	20.160	38.940	47.892	2937.4	-0.095776	undefined	undefined	supercritical
298.00	7590.0	33.654	0.029714	6.1384	28.990	20.137	38.950	47.897	2939.5	-0.095747	undefined	undefined	supercritical
298.00	7605.0	33.667	0.029702	6.1406	29.029	20.114	38.959	47.902	2941.6	-0.095717	undefined	undefined	supercritical
298.00	7620.0	33.681	0.029691	6.1428	29.067	20.090	38.969	47.907	2943.8	-0.095688	undefined	undefined	supercritical
298.00	7635.0	33.694	0.029679	6.1450	29.105	20.067	38.979	47.911	2945.9	-0.095659	undefined	undefined	supercritical
298.00	7650.0	33.708	0.029667	6.1473	29.143	20.044	38.988	47.916	2948.0	-0.095630	undefined	undefined	supercritical
298.00	7665.0	33.721	0.029655	6.1495	29.181	20.021	38.998	47.921	2950.1	-0.095601	undefined	undefined	supercritical
298.00	7680.0	33.734	0.029643	6.1517	29.220	19.998	39.008	47.926	2952.3	-0.095572	undefined	undefined	supercritical
298.00	7695.0	33.748	0.029632	6.1540	29.258	19.975	39.017	47.930	2954.4	-0.095543	undefined	undefined	supercritical
298.00	7710.0	33.761	0.029620	6.1562	29.296	19.952	39.027	47.935	2956.5	-0.095513	undefined	undefined	supercritical
298.00	7725.0	33.774	0.029608	6.1585	29.334	19.928	39.036	47.940	2958.6	-0.095484	undefined	undefined	supercritical
298.00	7740.0	33.788	0.029597	6.1608	29.372	19.906	39.046	47.945	2960.7	-0.095455	undefined	undefined	supercritical
298.00	7755.0	33.801	0.029585	6.1630	29.410	19.883	39.055	47.950	2962.8	-0.095426	undefined	undefined	supercritical
298.00	7770.0	33.814	0.029574	6.1653	29.448	19.860	39.065	47.954	2964.9	-0.095397	undefined	undefined	supercritical
298.00	7785.0	33.827	0.029562	6.1676	29.487	19.837	39.074	47.959	2967.0	-0.095368	undefined	undefined	supercritical
298.00	7800.0	33.840	0.029550	6.1699	29.525	19.814	39.084	47.964	2969.1	-0.095339	undefined	undefined	supercritical
298.00	7815.0	33.854	0.029539	6.1722	29.563	19.791	39.093	47.969	2971.2	-0.095311	undefined	undefined	supercritical
298.00	7830.0	33.867	0.029527	6.1745	29.601	19.768	39.103	47.974	2973.3	-0.095282	undefined	undefined	supercritical
298.00	7845.0	33.880	0.029516	6.1768	29.639	19.746	39.112	47.978	2975.3	-0.095253	undefined	undefined	supercritical
298.00	7860.0	33.893	0.029505	6.1791	29.677	19.723	39.122	47.983	2977.4	-0.095224	undefined	undefined	supercritical
298.00	7875.0	33.906	0.029493	6.1815	29.715	19.700	39.131	47.988	2979.5	-0.095195	undefined	undefined	supercritical
298.00	7890.0	33.919	0.029482	6.1838	29.753	19.677	39.141	47.993	2981.6	-0.095166	undefined	undefined	supercritical
298.00	7905.0	33.932	0.029470	6.1861	29.791	19.655	39.150	47.997	2983.7	-0.095137	undefined	undefined	supercritical
298.00	7920.0	33.945	0.029459	6.1885	29.829	19.632	39.160	48.002	2985.7	-0.095109	undefined	undefined	supercritical
298.00	7935.0	33.958	0.029448	6.1908	29.867	19.610	39.169	48.007	2987.8	-0.095080	undefined	undefined	supercritical
298.00	7950.0	33.971	0.029437	6.1932	29.905	19.587	39.178	48.012	2989.9	-0.095051	undefined	undefined	supercritical
298.00	7965.0	33.984	0.029425	6.1955	29.943	19.565	39.188	48.017	2991.9	-0.095022	undefined	undefined	supercritical
298.00	7980.0	33.997	0.029414	6.1979	29.981	19.542	39.197	48.021	2994.0	-0.094994	undefined	undefined	supercritical
298.00	7995.0	34.010	0.029403	6.2003	30.019	19.520	39.206	48.026	2996.0	-0.094965	undefined	undefined	supercritical
298.00	8010.0	34.023	0.029392	6.2026	30.057	19.497	39.216	48.031	2998.1	-0.094936	undefined	undefined	supercritical
298.00	8025.0	34.036	0.029381	6.2050	30.095	19.475	39.225	48.036	3000.1	-0.094908	undefined	undefined	supercritical
298.00	8040.0	34.049	0.029370	6.2074	30.133	19.453	39.234	48.041	3002.2	-0.094879	undefined	undefined	supercritical
298.00	8055.0	34.062	0.029358	6.2098	30.171	19.430	39.244	48.045	3004.2	-0.094851	undefined	undefined	supercritical
298.00	8070.0	34.075	0.029347	6.2122	30.209	19.408	39.253	48.050	3006.3	-0.094822	undefined	undefined	supercritical
298.00	8085.0	34.087	0.029336	6.2146	30.247	19.386	39.262	48.055	3008.3	-0.094793	undefined	undefined	supercritical
298.00	8100.0	34.100	0.029325	6.2170	30.285	19.364	39.272	48.060	3010.4	-0.094765	undefined	undefined	supercritical
298.00	8115.0	34.113	0.029314	6.2194	30.323	19.341	39.281	48.065	3012.4	-0.094736	undefined	undefined	supercritical
298.00	8130.0	34.126	0.029303	6.2218	30.361	19.319	39.290	48.069	3014.4	-0.094708	undefined	undefined	supercritical
298.00	8145.0	34.139	0.029292	6.2243	30.399	19.297	39.299	48.074	3016.5	-0.094679	undefined	undefined	supercritical
298.00	8160.0	34.151	0.029282	6.2267	30.437	19.275	39.309	48.079	3018.5	-0.094651	undefined	undefined	supercritical
298.00	8175.0	34.164	0.029271	6.2291	30.475	19.253	39.318	48.084	3020.5	-0.094623	undefined	undefined	supercritical
298.00	8190.0	34.177	0.029260	6.2316	30.513	19.231	39.327	48.089	3022.5	-0.094594	undefined	undefined	supercritical
298.00	8205.0	34.189	0.029249	6.2340	30.551	19.209	39.336	48.093	3024.6	-0.094566	undefined	undefined	supercritical
298.00	8220.0	34.202	0.029238	6.2365	30.589	19.187	39.345	48.098	3026.6	-0.094538	undefined	undefined	supercritical
298.00	8235.0	34.215	0.029227	6.2389	30.627	19.165	39.354	48.103	3028.6	-0.094509	undefined	undefined	supercritical
298.00	8250.0	34.227	0.029217	6.2414	30.664	19.143	39.364	48.108	3030.6	-0.094481	undefined	undefined	supercritical
298.00	8265.0	34.240	0.029206	6.2439	30.702	19.121	39.373	48.113	3032.6	-0.094453	undefined	undefined	supercritical
298.00	8280.0	34.252	0.029195	6.2464	30.740	19.099	39.382	48.117	3034.6	-0.094424	undefined	undefined	supercritical
298.00	8295.0	34.265	0.029184	6.2488	30.778	19.077	39.391	48.122	3036.6	-0.094396	undefined	undefined	supercritical
298.00	8310.0	34.277	0.029174	6.2513	30.816	19.056	39.400	48.127	3038.6	-0.094368	undefined	undefined	supercritical
298.00	8325.0	34.290	0.029163	6.2538	30.854	19.034	39.409	48.132	3040.6	-0.094340	undefined	undefined	supercritical
298.00	8340.0	34.303	0.029152	6.2563	30.892	19.012	39.418	48.137	3042.6	-0.094311	undefined	undefined	supercritical
298.00	8355.0	34.315	0.029142	6.2588	30.929	18.990	39.427	48.141	3044.6	-0.094283	undefined	undefined	supercritical
298.00	8370.0	34.327	0.029131	6.2613	30.967	18.969	39.436	48.146	3046.6	-0.094255	undefined	undefined	supercritical
298.00	8385.0	34.340	0.029121	6.2638	31.005	18.947	39.446	48.151	3048.6	-0.094227	undefined	undefined	supercritical
298.00	8400.0	34.352	0.029110	6.2663	31.043	18.925	39.455	48.156	3050.6	-0.094199	undefined	undefined	supercritical
298.00	8415.0	34.365	0.029100	6.2689	31.081	18.904	39.464	48.161	3052.6	-0.094171	undefined	undefined	supercritical
298.00	8430.0	34.377	0.029089	6.2714	31.118	18.882	39.473	48.165	3054.6	-0.094143	undefined	undefined	supercritical
298.00	8445.0	34.390	0.029079	6.2739	31.156	18.861	39.482	48.170	3056.5	-0.094115	undefined	undefined	supercritical
298.00	8460.0	34.402	0.029068	6.2765	31.194	18.839	39.491	48.175	3058.5	-0.094087	undefined	undefined	supercritical
298.00	8475.0	34.414	0.029058	6.2790	31.232	18.818	39.500	48.180	3060.5	-0.094059	undefined	undefined	supercritical
298.00	8490.0	34.427	0.029047	6.2816	31.269	18.796	39.509	48.185	3062.5	-0.094031	undefined	undefined	supercritical
298.00	8505.0	34.439	0.029037	6.2841	31.307	18.775	39.518	48.189	3064.4	-0.094003	undefined	undefined	supercritical
298.00	8520.0	34.451	0.029027	6.2867	31.345	18.753	39.527	48.194	3066.4	-0.093975	undefined	undefined	supercritical
298.00	8535.0	34.463	0.029016	6.2892	31.383	18.732	39.535	48.199	3068.4	-0.093947	undefined	undefined	supercritical
298.00	8550.0	34.476	0.029006	6.2918	31.420	18.711	39.544	48.204	3070.3	-0.093919	undefined	undefined	supercritical
298.00	8565.0	34.488	0.028996	6.2944	31.458	18.689	39.553	48.209	3072.3	-0.093891	undefined	undefined	supercritical
298.00	8580.0	34.500	0.028985	6.2970	31.496	18.668	39.562	48.214	3074.2	-0.093864	undefined	undefined	supercritical
298.00	8595.0	34.512	0.028975	6.2995	31.534	18.647	39.571	48.218	3076.2	-0.093836	undefined	undefined	supercritical
298.00	8610.0	34.525	0.028965	6.3021	31.571	18.625	39.580	48.223	3078.1	-0.093808	undefined	undefined	supercritical
298.00	8625.0	34.537	0.028955	6.3047	31.609	18.604	39.589	48.228	3080.1	-0.093780	undefined	undefined	supercritical
298.00	8640.0	34.549	0.028944	6.3073	31.647	18.583	39.598	48.233	3082.0	-0.093752	undefined	undefined	supercritical
298.00	8655.0	34.561	0.028934	6.3099	31.684	18.562	39.607	48.238	3084.0	-0.093725	undefined	undefined	supercritical
298.00	8670.0	34.573	0.028924	6.3125	31.722	18.541	39.616	48.242	3085.9	-0.093697	undefined	undefined	supercritical
298.00	8685.0	34.585	0.028914	6.3151	31.760	18.520	39.624	48.247	3087.9	-0.093669	undefined	undefined	supercritical
298.00	8700.0	34.597	0.028904	6.3178	31.797	18.499	39.633	48.252	3089.8	-0.093642	undefined	undefined	supercritical
298.00	8715.0	34.609	0.028894	6.3204	31.835	18.478	39.642	48.257	3091.7	-0.093614	undefined	undefined	supercritical
298.00	8730.0	34.622	0.028884	6.3230	31.873	18.457	39.651	48.262	3093.7	-0.093586	undefined	undefined	supercritical
298.00	8745.0	34.634	0.028874	6.3256	31.910	18.436	39.660	48.266	3095.6	-0.093559	undefined	undefined	supercritical
298.00	8760.0	34.646	0.028864	6.3283	31.948	18.415	39.668	48.271	3097.5	-0.093531	undefined	undefined	supercritical
298.00	8775.0	34.658	0.028854	6.3309	31.986	18.394	39.677	48.276	3099.5	-0.093504	undefined	undefined	supercritical
298.00	8790.0	34.670	0.028844	6.3336	32.023	18.373	39.686	48.281	3101.4	-0.093476	undefined	undefined	supercritical
298.00	8805.0	34.682	0.028834	6.3362	32.061	18.352	39.695	48.286	3103.3	-0.093449	undefined	undefined	supercritical
298.00	8820.0	34.694	0.028824	6.3389	32.098	18.331	39.704	48.290	3105.2	-0.093421	undefined	undefined	supercritical
298.00	8835.0	34.705	0.028814	6.3415	32.136	18.310	39.712	48.295	3107.1	-0.093394	undefined	undefined	supercritical
298.00	8850.0	34.717	0.028804	6.3442	32.174	18.289	39.721	48.300	3109.1	-0.093366	undefined	undefined	supercritical
298.00	8865.0	34.729	0.028794	6.3469	32.211	18.268	39.730	48.305	3111.0	-0.093339	undefined	undefined	supercritical
298.00	8880.0	34.741	0.028784	6.3496	32.249	18.248	39.739	48.310	3112.9	-0.093311	undefined	undefined	supercritical
298.00	8895.0	34.753	0.028774	6.3522	32.286	18.227	39.747	48.315	3114.8	-0.093284	undefined	undefined	supercritical
298.00	8910.0	34.765	0.028765	6.3549	32.324	18.206	39.756	48.319	3116.7	-0.093257	undefined	undefined	supercritical
298.00	8925.0	34.777	0.028755	6.3576	32.361	18.186	39.765	48.324	3118.6	-0.093229	undefined	undefined	supercritical
298.00	8940.0	34.789	0.028745	6.3603	32.399	18.165	39.773	48.329	3120.5	-0.093202	undefined	undefined	supercritical
298.00	8955.0	34.800	0.028735	6.3630	32.436	18.144	39.782	48.334	3122.4	-0.093175	undefined	undefined	supercritical
298.00	8970.0	34.812	0.028726	6.3657	32.474	18.124	39.791	48.339	3124.3	-0.093148	undefined	undefined	supercritical
298.00	8985.0	34.824	0.028716	6.3684	32.511	18.103	39.799	48.343	3126.2	-0.093120	undefined	undefined	supercritical
298.00	9000.0	34.836	0.028706	6.3711	32.549	18.083	39.808	48.348	3128.1	-0.093093	undefined	undefined	supercritical
